time_sec,voltage_v,current_a,temperature_c,soc_pct
1093.61,3.6522,-2.0135,30.92,54.35
1111.97,3.6488,-2.0138,30.98,54.06
1130.30,3.6453,-2.0123,31.04,53.77
1148.67,3.6421,-2.0147,31.09,53.51
1167.08,3.6384,-2.0081,31.14,53.20
1185.56,3.6349,-2.0106,31.20,52.91
1203.98,3.6316,-2.0117,31.25,52.63
1222.36,3.6284,-2.0105,31.30,52.37
1240.91,3.6247,-2.0119,31.36,52.06
1259.30,3.6216,-2.0107,31.42,51.80
1277.77,3.6184,-2.0140,31.47,51.54
1296.09,3.6150,-2.0146,31.52,51.25
1314.53,3.6120,-2.0114,31.57,51.00
1332.92,3.6084,-2.0125,31.62,50.70
1351.47,3.6054,-2.0114,31.67,50.45
1369.86,3.6023,-2.0106,31.72,50.19
1388.38,3.5989,-2.0136,31.77,49.91
1406.97,3.5959,-2.0119,31.82,49.66
1425.50,3.5929,-2.0111,31.86,49.41
1444.08,3.5898,-2.0111,31.92,49.15
1462.66,3.5866,-2.0122,31.97,48.88
1481.16,3.5836,-2.0103,32.01,48.64
1499.72,3.5806,-2.0129,32.05,48.39
1518.28,3.5777,-2.0117,32.11,48.14
1536.88,3.5746,-2.0136,32.17,47.88
1555.38,3.5717,-2.0109,32.21,47.64
1574.16,3.5688,-2.0094,32.26,47.40
1592.70,3.5660,-2.0106,32.31,47.17
1611.19,3.5630,-2.0136,32.35,46.92
1629.75,3.5601,-2.0113,32.39,46.68
1648.34,3.5575,-2.0133,32.45,46.46
1666.95,3.5547,-2.0156,32.49,46.22
1685.67,3.5520,-2.0128,32.54,46.00
1704.22,3.5496,-2.0137,32.58,45.80
1722.81,3.5465,-2.0117,32.62,45.54
1741.45,3.5440,-2.0108,32.67,45.34
1760.22,3.5415,-2.0104,32.72,45.12
1778.92,3.5390,-2.0106,32.75,44.91
1797.53,3.5365,-2.0121,32.80,44.71
1816.23,3.5341,-2.0151,32.84,44.51
1835.03,3.5315,-2.0124,32.88,44.29
1853.86,3.5293,-2.0128,32.92,44.11
1872.62,3.5269,-2.0115,32.98,43.91
1891.38,3.5246,-2.0122,33.02,43.72
1910.11,3.5223,-2.0108,33.06,43.53
1928.84,3.5202,-2.0111,33.10,43.35
1947.61,3.5179,-2.0080,33.13,43.16
1966.33,3.5158,-2.0137,33.20,42.99
1985.00,3.5136,-2.0086,33.24,42.80
2003.80,3.5117,-2.0115,33.28,42.64
2022.70,3.5097,-2.0105,33.32,42.48
2041.44,3.5077,-2.0110,33.37,42.31
2060.36,3.5056,-2.0110,33.41,42.13
2079.09,3.5040,-2.0151,33.46,42.00
2097.86,3.5022,-2.0112,33.50,41.85
2116.72,3.5000,-2.0119,33.54,41.67
2135.58,3.4979,-2.0099,33.60,41.50
2154.44,3.4964,-2.0125,33.65,41.37
2173.38,3.4946,-2.0142,33.68,41.21
2192.30,3.4926,-2.0139,33.74,41.05
2211.12,3.4910,-2.0125,33.78,40.91
2229.95,3.4887,-2.0114,33.84,40.72
2248.83,3.4870,-2.0127,33.89,40.58
2267.77,3.4849,-2.0102,33.93,40.41
2286.72,3.4831,-2.0123,33.99,40.26
2305.66,3.4812,-2.0126,34.05,40.10
2324.69,3.4794,-2.0143,34.09,39.95
2343.67,3.4773,-2.0124,34.14,39.78
2362.62,3.4753,-2.0097,34.20,39.61
2381.59,3.4732,-2.0109,34.25,39.43
2400.58,3.4711,-2.0119,34.30,39.26
2419.64,3.4690,-2.0085,34.36,39.08
2438.62,3.4669,-2.0132,34.42,38.91
2457.70,3.4647,-2.0121,34.48,38.73
2476.95,3.4622,-2.0126,34.54,38.52
2496.14,3.4602,-2.0127,34.59,38.35
2515.20,3.4576,-2.0116,34.65,38.13
2534.31,3.4552,-2.0098,34.73,37.93
2553.34,3.4528,-2.0125,34.79,37.74
2572.38,3.4502,-2.0143,34.85,37.52
2591.66,3.4476,-2.0118,34.91,37.30
2610.80,3.4449,-2.0145,34.98,37.07
2630.00,3.4420,-2.0147,35.05,36.84
2649.12,3.4391,-2.0121,35.11,36.59
2668.24,3.4362,-2.0143,35.18,36.35
2687.44,3.4332,-2.0156,35.26,36.10
2706.86,3.4299,-2.0085,35.34,35.82
2726.11,3.4264,-2.0119,35.40,35.53
2745.34,3.4230,-2.0131,35.47,35.25
2764.61,3.4194,-2.0107,35.56,34.95
2783.89,3.4158,-2.0136,35.63,34.65
2803.22,3.4116,-2.0131,35.70,34.30
2822.44,3.4074,-2.0130,35.77,33.95
2841.70,3.4030,-2.0126,35.86,33.58
2860.91,3.3983,-2.0131,35.93,33.19
2880.20,3.3933,-2.0129,35.99,32.78
2899.55,3.3877,-2.0137,36.08,32.31
2918.99,3.3819,-2.0115,36.15,31.82
2938.27,3.3752,-2.0121,36.23,31.26
2957.75,3.3678,-2.0133,36.31,30.65
2977.19,3.3598,-2.0119,36.41,29.98
2996.70,3.3506,-2.0104,36.49,29.21
3016.19,3.3401,-2.0119,36.60,28.34
3035.66,3.3283,-2.0123,36.69,27.36
3055.28,3.3145,-2.0140,36.78,26.21
3074.69,3.2990,-2.0127,36.88,24.91
3094.11,3.2808,-2.0137,36.99,23.40
3113.59,3.2599,-2.0126,37.10,21.66
3133.08,3.2362,-2.0136,37.23,19.68
3152.66,3.2084,-2.0118,37.35,17.37
3172.17,3.1762,-2.0115,37.49,14.69
3191.70,3.1392,-2.0125,37.61,11.60
3211.24,3.0953,-2.0109,37.76,7.94
3230.89,3.0430,-2.0103,37.91,3.58
3250.56,2.9787,-2.0098,38.08,0.00
3270.22,2.8940,-2.0122,38.26,0.00
3289.86,2.7736,-2.0123,38.44,0.00
3309.72,2.5929,-2.0107,38.67,0.00
35.66,3.9823,-2.0140,24.57,81.85
53.86,3.9603,-2.0112,24.72,80.03
72.00,3.9443,-2.0111,24.89,78.69
90.16,3.9307,-2.0122,25.07,77.56
108.36,3.9194,-2.0105,25.26,76.62
126.56,3.9090,-2.0138,25.45,75.75
144.62,3.9000,-2.0094,25.63,75.00
162.84,3.8914,-2.0149,25.82,74.28
181.03,3.8837,-2.0113,26.00,73.65
199.28,3.8763,-2.0121,26.18,73.03
217.50,3.8694,-2.0119,26.35,72.45
235.66,3.8628,-2.0110,26.53,71.90
253.75,3.8566,-2.0126,26.69,71.38
271.88,3.8503,-2.0125,26.85,70.86
290.00,3.8444,-2.0161,27.00,70.37
308.22,3.8388,-2.0140,27.18,69.90
326.44,3.8334,-2.0127,27.34,69.45
344.55,3.8279,-2.0127,27.49,68.99
362.77,3.8230,-2.0122,27.65,68.58
381.00,3.8180,-2.0148,27.81,68.16
399.19,3.8127,-2.0132,27.95,67.73
417.33,3.8078,-2.0153,28.10,67.32
435.58,3.8028,-2.0137,28.25,66.90
453.73,3.7976,-2.0153,28.39,66.47
471.89,3.7927,-2.0127,28.53,66.06
490.08,3.7876,-2.0137,28.66,65.63
508.27,3.7825,-2.0132,28.80,65.21
526.47,3.7774,-2.0103,28.91,64.78
544.59,3.7728,-2.0119,29.03,64.40
562.81,3.7679,-2.0122,29.14,63.99
581.05,3.7634,-2.0106,29.23,63.62
599.33,3.7588,-2.0124,29.34,63.23
617.61,3.7544,-2.0122,29.43,62.87
635.77,3.7497,-2.0161,29.51,62.47
653.95,3.7455,-2.0135,29.58,62.12
672.27,3.7413,-2.0116,29.66,61.78
690.48,3.7372,-2.0141,29.73,61.43
708.91,3.7330,-2.0127,29.79,61.09
727.17,3.7289,-2.0128,29.84,60.74
745.47,3.7250,-2.0141,29.88,60.42
763.70,3.7208,-2.0105,29.94,60.07
781.97,3.7168,-2.0140,29.98,59.74
800.41,3.7129,-2.0124,30.03,59.40
818.73,3.7090,-2.0103,30.08,59.09
837.03,3.7051,-2.0096,30.12,58.76
855.28,3.7014,-2.0174,30.16,58.45
873.59,3.6971,-2.0130,30.21,58.09
892.03,3.6935,-2.0104,30.25,57.79
910.27,3.6894,-2.0137,30.30,57.45
928.61,3.6856,-2.0162,30.34,57.14
946.89,3.6822,-2.0143,30.39,56.85
965.11,3.6783,-2.0138,30.44,56.52
983.50,3.6746,-2.0124,30.48,56.22
1001.88,3.6707,-2.0115,30.53,55.89
1020.27,3.6670,-2.0134,30.58,55.58
1038.62,3.6635,-2.0135,30.64,55.29
1056.95,3.6601,-2.0098,30.68,55.01
1075.25,3.6563,-2.0118,30.73,54.69
1093.56,3.6528,-2.0125,30.78,54.40
1111.92,3.6494,-2.0111,30.84,54.12
1130.30,3.6458,-2.0115,30.88,53.81
1148.69,3.6425,-2.0107,30.95,53.54
1167.03,3.6386,-2.0159,31.00,53.21
1185.53,3.6355,-2.0113,31.05,52.95
1203.81,3.6321,-2.0129,31.10,52.68
1222.19,3.6288,-2.0143,31.14,52.40
1240.52,3.6252,-2.0135,31.21,52.10
1258.84,3.6219,-2.0146,31.26,51.83
1277.20,3.6188,-2.0120,31.31,51.56
1295.66,3.6154,-2.0130,31.36,51.29
1314.14,3.6122,-2.0121,31.42,51.01
1332.66,3.6090,-2.0114,31.48,50.75
1351.22,3.6058,-2.0114,31.52,50.48
1369.62,3.6025,-2.0119,31.57,50.21
1388.09,3.5994,-2.0130,31.62,49.95
1406.58,3.5961,-2.0126,31.67,49.68
1425.11,3.5932,-2.0141,31.72,49.43
1443.66,3.5901,-2.0147,31.76,49.17
1462.09,3.5870,-2.0106,31.81,48.92
1480.53,3.5841,-2.0124,31.86,48.67
1498.98,3.5809,-2.0124,31.91,48.41
1517.52,3.5779,-2.0138,31.96,48.15
1536.05,3.5750,-2.0131,32.01,47.92
1554.61,3.5720,-2.0128,32.05,47.67
1573.20,3.5692,-2.0120,32.10,47.43
1591.72,3.5663,-2.0127,32.16,47.19
1610.31,3.5635,-2.0104,32.19,46.96
1628.81,3.5606,-2.0143,32.25,46.72
1647.41,3.5578,-2.0122,32.30,46.48
1665.97,3.5551,-2.0113,32.34,46.26
1684.44,3.5525,-2.0151,32.38,46.04
1703.09,3.5497,-2.0120,32.44,45.81
1721.62,3.5472,-2.0130,32.48,45.60
1740.38,3.5445,-2.0129,32.52,45.38
1759.06,3.5419,-2.0126,32.56,45.16
1777.72,3.5393,-2.0141,32.61,44.94
1796.56,3.5368,-2.0122,32.66,44.74
1815.28,3.5346,-2.0091,32.69,44.55
1833.98,3.5320,-2.0099,32.74,44.33
1852.70,3.5297,-2.0140,32.78,44.14
1871.44,3.5275,-2.0146,32.82,43.96
1890.23,3.5251,-2.0126,32.86,43.76
1908.89,3.5228,-2.0125,32.91,43.57
1927.72,3.5208,-2.0138,32.96,43.40
1946.47,3.5185,-2.0138,33.00,43.21
1965.22,3.5164,-2.0135,33.05,43.03
1984.08,3.5143,-2.0119,33.09,42.86
2002.89,3.5121,-2.0133,33.14,42.68
2021.78,3.5104,-2.0125,33.19,42.53
2040.52,3.5082,-2.0127,33.23,42.35
2059.34,3.5063,-2.0146,33.27,42.19
2078.08,3.5045,-2.0120,33.32,42.04
2096.91,3.5026,-2.0132,33.37,41.88
2115.67,3.5006,-2.0128,33.41,41.71
2134.52,3.4987,-2.0131,33.46,41.56
2153.48,3.4968,-2.0124,33.50,41.40
2172.23,3.4949,-2.0130,33.56,41.24
2191.16,3.4931,-2.0103,33.61,41.09
2210.05,3.4913,-2.0124,33.64,40.94
2228.95,3.4894,-2.0115,33.71,40.78
2247.77,3.4876,-2.0121,33.76,40.63
2266.67,3.4856,-2.0097,33.81,40.47
2285.59,3.4837,-2.0137,33.86,40.31
2304.53,3.4817,-2.0116,33.92,40.14
2323.45,3.4798,-2.0131,33.98,39.98
2342.53,3.4778,-2.0147,34.03,39.81
2361.61,3.4757,-2.0137,34.07,39.64
2380.52,3.4737,-2.0142,34.13,39.47
2399.53,3.4716,-2.0131,34.19,39.30
2418.58,3.4693,-2.0123,34.24,39.11
2437.66,3.4673,-2.0133,34.30,38.94
2456.80,3.4651,-2.0112,34.37,38.76
2475.72,3.4628,-2.0125,34.42,38.56
2494.80,3.4605,-2.0124,34.48,38.37
2513.81,3.4583,-2.0125,34.54,38.19
2532.88,3.4559,-2.0154,34.61,37.99
2551.92,3.4533,-2.0144,34.67,37.78
2571.06,3.4508,-2.0122,34.73,37.56
2590.16,3.4482,-2.0128,34.80,37.35
2609.22,3.4452,-2.0146,34.86,37.10
2628.31,3.4426,-2.0131,34.93,36.88
2647.55,3.4397,-2.0119,34.99,36.64
2666.67,3.4367,-2.0156,35.07,36.39
2686.03,3.4336,-2.0135,35.13,36.14
2705.23,3.4302,-2.0138,35.20,35.85
2724.41,3.4270,-2.0115,35.26,35.59
2743.70,3.4236,-2.0116,35.36,35.30
2762.92,3.4199,-2.0110,35.43,34.99
2782.28,3.4157,-2.0149,35.50,34.64
2801.61,3.4120,-2.0143,35.58,34.33
2820.86,3.4077,-2.0126,35.64,33.97
2840.16,3.4030,-2.0142,35.73,33.59
2859.42,3.3985,-2.0139,35.80,33.20
2878.81,3.3933,-2.0112,35.88,32.78
2898.20,3.3878,-2.0110,35.96,32.31
2917.50,3.3816,-2.0130,36.03,31.80
2936.94,3.3751,-2.0119,36.11,31.26
2956.33,3.3676,-2.0110,36.19,30.63
2975.69,3.3593,-2.0149,36.28,29.94
2995.06,3.3499,-2.0112,36.37,29.16
3014.47,3.3397,-2.0161,36.45,28.31
3033.88,3.3276,-2.0123,36.54,27.30
3053.25,3.3136,-2.0146,36.65,26.14
3072.67,3.2975,-2.0094,36.74,24.79
3092.20,3.2791,-2.0093,36.86,23.26
3111.77,3.2577,-2.0098,36.98,21.47
3131.31,3.2331,-2.0108,37.11,19.43
3150.88,3.2044,-2.0099,37.22,17.03
3170.44,3.1717,-2.0150,37.35,14.31
3190.00,3.1331,-2.0131,37.49,11.09
3209.58,3.0877,-2.0118,37.63,7.31
3229.14,3.0335,-2.0117,37.78,2.79
3248.77,2.9661,-2.0124,37.95,0.00
3268.34,2.8754,-2.0138,38.13,0.00
3287.94,2.7451,-2.0129,38.32,0.00
3307.69,2.5474,-2.0135,38.56,0.00
35.70,3.9834,-2.0128,24.58,81.95
53.91,3.9619,-2.0116,24.72,80.16
71.95,3.9458,-2.0110,24.90,78.82
90.11,3.9325,-2.0139,25.08,77.71
108.25,3.9209,-2.0108,25.27,76.74
126.25,3.9110,-2.0100,25.45,75.91
144.36,3.9019,-2.0110,25.63,75.16
162.56,3.8935,-2.0129,25.81,74.46
180.78,3.8856,-2.0118,25.99,73.80
199.00,3.8785,-2.0127,26.17,73.21
217.19,3.8716,-2.0150,26.35,72.63
235.36,3.8648,-2.0139,26.51,72.07
253.59,3.8587,-2.0142,26.69,71.56
271.72,3.8525,-2.0123,26.85,71.05
289.91,3.8462,-2.0107,27.01,70.52
308.02,3.8409,-2.0148,27.17,70.07
326.30,3.8354,-2.0129,27.32,69.62
344.50,3.8301,-2.0113,27.49,69.18
362.64,3.8251,-2.0122,27.64,68.76
380.86,3.8200,-2.0155,27.79,68.34
399.08,3.8150,-2.0127,27.94,67.92
417.20,3.8100,-2.0137,28.10,67.50
435.41,3.8049,-2.0148,28.25,67.07
453.61,3.7998,-2.0130,28.39,66.65
471.80,3.7948,-2.0145,28.53,66.23
490.02,3.7897,-2.0149,28.67,65.81
508.16,3.7849,-2.0120,28.79,65.41
526.31,3.7796,-2.0126,28.91,64.96
544.52,3.7747,-2.0114,29.02,64.56
562.77,3.7700,-2.0137,29.14,64.17
580.92,3.7652,-2.0113,29.25,63.77
599.12,3.7607,-2.0143,29.35,63.39
617.25,3.7562,-2.0143,29.45,63.02
635.49,3.7518,-2.0130,29.54,62.65
653.81,3.7476,-2.0132,29.62,62.30
672.22,3.7430,-2.0153,29.70,61.92
690.41,3.7390,-2.0145,29.77,61.59
708.78,3.7348,-2.0137,29.82,61.23
727.02,3.7306,-2.0113,29.87,60.88
745.33,3.7267,-2.0154,29.92,60.56
763.52,3.7227,-2.0154,29.97,60.22
781.78,3.7189,-2.0122,30.01,59.91
800.05,3.7149,-2.0117,30.06,59.57
818.30,3.7109,-2.0129,30.11,59.24
836.59,3.7069,-2.0112,30.14,58.91
855.00,3.7029,-2.0114,30.18,58.58
873.36,3.6991,-2.0112,30.23,58.26
891.55,3.6952,-2.0125,30.27,57.94
909.81,3.6911,-2.0128,30.31,57.59
928.28,3.6874,-2.0151,30.36,57.29
946.55,3.6837,-2.0111,30.40,56.98
964.94,3.6797,-2.0111,30.46,56.64
983.24,3.6760,-2.0137,30.50,56.34
1001.52,3.6725,-2.0144,30.55,56.04
1019.81,3.6687,-2.0114,30.59,55.72
1038.17,3.6652,-2.0129,30.64,55.43
1056.58,3.6615,-2.0088,30.71,55.12
1074.89,3.6580,-2.0129,30.76,54.83
1093.23,3.6545,-2.0101,30.82,54.54
1111.56,3.6508,-2.0108,30.86,54.23
1129.97,3.6475,-2.0136,30.91,53.96
1148.36,3.6439,-2.0132,30.96,53.66
1166.70,3.6404,-2.0111,31.01,53.37
1185.11,3.6370,-2.0124,31.06,53.08
1203.50,3.6336,-2.0154,31.12,52.80
1222.03,3.6304,-2.0131,31.17,52.54
1240.58,3.6268,-2.0117,31.23,52.23
1258.91,3.6236,-2.0099,31.29,51.97
1277.36,3.6203,-2.0123,31.34,51.69
1295.86,3.6166,-2.0157,31.39,51.38
1314.28,3.6136,-2.0127,31.43,51.13
1332.81,3.6103,-2.0124,31.49,50.86
1351.30,3.6071,-2.0110,31.55,50.59
1369.72,3.6038,-2.0141,31.59,50.32
1388.22,3.6007,-2.0121,31.66,50.05
1406.66,3.5975,-2.0137,31.70,49.79
1425.20,3.5945,-2.0113,31.75,49.54
1443.70,3.5912,-2.0142,31.79,49.27
1462.27,3.5883,-2.0111,31.84,49.03
1480.84,3.5852,-2.0149,31.89,48.76
1499.41,3.5820,-2.0150,31.94,48.50
1517.94,3.5791,-2.0131,31.98,48.26
1536.52,3.5761,-2.0116,32.04,48.01
1555.00,3.5733,-2.0138,32.09,47.78
1573.47,3.5705,-2.0125,32.14,47.54
1592.00,3.5676,-2.0122,32.19,47.30
1610.61,3.5648,-2.0126,32.23,47.07
1629.19,3.5619,-2.0123,32.28,46.82
1647.78,3.5590,-2.0141,32.33,46.59
1666.41,3.5563,-2.0116,32.37,46.36
1684.95,3.5537,-2.0112,32.42,46.14
1703.61,3.5510,-2.0132,32.47,45.91
1722.25,3.5485,-2.0117,32.51,45.70
1740.88,3.5458,-2.0129,32.56,45.48
1759.42,3.5432,-2.0123,32.60,45.27
1778.06,3.5404,-2.0134,32.65,45.04
1796.75,3.5379,-2.0126,32.70,44.83
1815.34,3.5358,-2.0120,32.74,44.65
1833.91,3.5332,-2.0126,32.78,44.43
1852.64,3.5308,-2.0109,32.83,44.24
1871.38,3.5285,-2.0125,32.88,44.04
1890.30,3.5263,-2.0143,32.92,43.85
1909.06,3.5238,-2.0126,32.97,43.65
1927.75,3.5219,-2.0141,33.01,43.49
1946.48,3.5197,-2.0126,33.05,43.31
1965.28,3.5176,-2.0137,33.10,43.13
1983.98,3.5156,-2.0134,33.13,42.97
2002.73,3.5135,-2.0138,33.19,42.79
2021.55,3.5114,-2.0114,33.23,42.62
2040.45,3.5095,-2.0126,33.27,42.46
2059.36,3.5076,-2.0140,33.31,42.30
2078.25,3.5055,-2.0158,33.38,42.13
2097.19,3.5037,-2.0162,33.41,41.97
2115.91,3.5016,-2.0116,33.46,41.80
2134.80,3.4999,-2.0120,33.50,41.66
2153.70,3.4979,-2.0127,33.56,41.49
2172.62,3.4960,-2.0135,33.62,41.34
2191.59,3.4943,-2.0126,33.66,41.19
2210.55,3.4924,-2.0126,33.71,41.03
2229.50,3.4904,-2.0129,33.76,40.87
2248.52,3.4886,-2.0118,33.81,40.72
2267.44,3.4868,-2.0144,33.87,40.57
2286.25,3.4847,-2.0154,33.92,40.39
2305.25,3.4827,-2.0129,33.98,40.22
2324.24,3.4808,-2.0127,34.02,40.07
2343.17,3.4790,-2.0122,34.07,39.91
2362.17,3.4769,-2.0149,34.13,39.74
2381.16,3.4746,-2.0125,34.19,39.55
2400.28,3.4726,-2.0146,34.24,39.38
2419.27,3.4709,-2.0130,34.31,39.24
2438.28,3.4686,-2.0117,34.36,39.05
2457.25,3.4663,-2.0148,34.42,38.86
2476.34,3.4640,-2.0123,34.48,38.66
2495.41,3.4616,-2.0120,34.54,38.46
2514.50,3.4595,-2.0135,34.60,38.29
2533.61,3.4571,-2.0136,34.66,38.09
2552.72,3.4547,-2.0144,34.72,37.89
2571.80,3.4521,-2.0109,34.79,37.68
2590.89,3.4495,-2.0135,34.86,37.46
2610.02,3.4467,-2.0125,34.92,37.23
2629.12,3.4439,-2.0125,34.99,36.99
2648.30,3.4409,-2.0137,35.05,36.74
2667.47,3.4382,-2.0124,35.13,36.52
2686.77,3.4350,-2.0110,35.20,36.25
2705.92,3.4318,-2.0115,35.28,35.98
2725.20,3.4285,-2.0127,35.36,35.71
2744.50,3.4247,-2.0144,35.43,35.39
2763.70,3.4213,-2.0116,35.50,35.11
2782.92,3.4176,-2.0102,35.57,34.80
2802.27,3.4138,-2.0157,35.66,34.48
2821.49,3.4094,-2.0132,35.72,34.12
2840.75,3.4047,-2.0123,35.80,33.73
2860.14,3.4001,-2.0121,35.87,33.34
2879.45,3.3950,-2.0110,35.94,32.91
2898.80,3.3894,-2.0138,36.03,32.45
2918.17,3.3834,-2.0131,36.10,31.95
2937.64,3.3767,-2.0123,36.19,31.39
2957.05,3.3695,-2.0119,36.26,30.79
2976.53,3.3610,-2.0116,36.35,30.08
2996.02,3.3516,-2.0130,36.43,29.30
3015.52,3.3410,-2.0127,36.53,28.42
3034.94,3.3287,-2.0125,36.63,27.39
3054.39,3.3151,-2.0137,36.73,26.26
3073.88,3.2990,-2.0149,36.82,24.92
3093.53,3.2803,-2.0136,36.95,23.36
3113.02,3.2586,-2.0132,37.06,21.55
3132.62,3.2339,-2.0138,37.18,19.50
3152.14,3.2052,-2.0115,37.30,17.10
3171.67,3.1723,-2.0120,37.44,14.36
3191.30,3.1332,-2.0118,37.57,11.10
3210.89,3.0870,-2.0115,37.72,7.25
3230.49,3.0320,-2.0139,37.88,2.67
3250.20,2.9625,-2.0160,38.05,0.00
3269.80,2.8691,-2.0142,38.21,0.00
3289.53,2.7315,-2.0150,38.41,0.00
3309.25,2.5209,-2.0130,38.65,0.00
35.56,3.9846,-2.0158,24.64,82.05
53.69,3.9632,-2.0113,24.79,80.27
71.89,3.9470,-2.0127,24.97,78.92
90.08,3.9337,-2.0120,25.15,77.81
108.27,3.9225,-2.0108,25.33,76.88
126.38,3.9122,-2.0127,25.52,76.02
144.50,3.9036,-2.0134,25.70,75.30
162.66,3.8953,-2.0132,25.88,74.61
180.83,3.8874,-2.0119,26.05,73.95
198.98,3.8804,-2.0146,26.24,73.37
217.17,3.8733,-2.0138,26.41,72.78
235.39,3.8666,-2.0123,26.58,72.22
253.55,3.8603,-2.0108,26.75,71.69
271.75,3.8542,-2.0137,26.91,71.18
289.92,3.8482,-2.0147,27.07,70.69
308.03,3.8429,-2.0106,27.23,70.24
326.20,3.8372,-2.0124,27.39,69.77
344.31,3.8319,-2.0114,27.54,69.33
362.39,3.8267,-2.0116,27.69,68.89
380.52,3.8217,-2.0135,27.84,68.47
398.69,3.8167,-2.0122,28.00,68.06
416.84,3.8117,-2.0131,28.14,67.64
434.95,3.8067,-2.0120,28.30,67.22
453.23,3.8015,-2.0098,28.44,66.79
471.44,3.7967,-2.0125,28.59,66.39
489.64,3.7915,-2.0149,28.72,65.96
507.84,3.7866,-2.0133,28.84,65.55
526.14,3.7815,-2.0126,28.96,65.13
544.33,3.7766,-2.0122,29.09,64.71
562.55,3.7716,-2.0113,29.19,64.30
580.77,3.7670,-2.0126,29.30,63.91
599.11,3.7622,-2.0118,29.39,63.52
617.44,3.7578,-2.0136,29.48,63.15
635.70,3.7532,-2.0105,29.58,62.76
653.86,3.7489,-2.0110,29.67,62.41
672.17,3.7447,-2.0134,29.73,62.05
690.38,3.7404,-2.0132,29.79,61.70
708.58,3.7364,-2.0135,29.85,61.37
726.95,3.7322,-2.0148,29.91,61.02
745.16,3.7282,-2.0141,29.97,60.68
763.36,3.7241,-2.0110,30.02,60.34
781.59,3.7201,-2.0123,30.07,60.01
799.92,3.7162,-2.0128,30.10,59.69
818.25,3.7121,-2.0142,30.14,59.34
836.56,3.7082,-2.0151,30.18,59.02
854.77,3.7044,-2.0114,30.22,58.70
873.00,3.7005,-2.0141,30.26,58.37
891.31,3.6963,-2.0102,30.30,58.03
909.59,3.6927,-2.0129,30.35,57.73
927.95,3.6889,-2.0111,30.39,57.41
946.23,3.6849,-2.0155,30.43,57.08
964.58,3.6812,-2.0156,30.49,56.77
982.88,3.6775,-2.0117,30.53,56.46
1001.22,3.6739,-2.0123,30.57,56.15
1019.58,3.6701,-2.0147,30.62,55.84
1037.91,3.6664,-2.0124,30.68,55.54
1056.31,3.6628,-2.0132,30.73,55.23
1074.69,3.6593,-2.0117,30.78,54.94
1093.02,3.6556,-2.0126,30.83,54.64
1111.41,3.6521,-2.0131,30.89,54.34
1129.86,3.6485,-2.0132,30.94,54.04
1148.17,3.6449,-2.0134,30.99,53.75
1166.58,3.6416,-2.0134,31.05,53.46
1184.95,3.6380,-2.0143,31.10,53.17
1203.36,3.6348,-2.0141,31.15,52.90
1221.67,3.6312,-2.0108,31.20,52.60
1240.20,3.6280,-2.0109,31.25,52.33
1258.58,3.6247,-2.0136,31.31,52.06
1276.95,3.6213,-2.0131,31.36,51.77
1295.38,3.6181,-2.0128,31.42,51.51
1313.83,3.6148,-2.0126,31.47,51.24
1332.20,3.6113,-2.0113,31.52,50.94
1350.80,3.6083,-2.0137,31.58,50.69
1369.34,3.6048,-2.0128,31.64,50.40
1387.83,3.6019,-2.0132,31.68,50.16
1406.27,3.5984,-2.0106,31.73,49.87
1424.66,3.5955,-2.0146,31.78,49.63
1443.17,3.5925,-2.0125,31.83,49.37
1461.70,3.5893,-2.0157,31.88,49.11
1480.28,3.5864,-2.0132,31.92,48.86
1498.88,3.5833,-2.0147,31.98,48.61
1517.38,3.5802,-2.0136,32.02,48.35
1535.84,3.5773,-2.0110,32.07,48.11
1554.33,3.5743,-2.0127,32.11,47.86
1572.84,3.5715,-2.0147,32.16,47.62
1591.39,3.5686,-2.0115,32.21,47.39
1609.98,3.5658,-2.0133,32.26,47.15
1628.52,3.5630,-2.0139,32.31,46.91
1647.09,3.5602,-2.0142,32.36,46.68
1665.69,3.5575,-2.0109,32.41,46.46
1684.23,3.5546,-2.0131,32.45,46.22
1702.75,3.5520,-2.0136,32.49,46.00
1721.38,3.5494,-2.0117,32.53,45.78
1740.05,3.5467,-2.0112,32.59,45.56
1758.72,3.5440,-2.0132,32.64,45.33
1777.44,3.5416,-2.0124,32.68,45.14
1796.05,3.5391,-2.0120,32.73,44.92
1814.72,3.5369,-2.0126,32.76,44.74
1833.33,3.5343,-2.0123,32.81,44.52
1851.98,3.5320,-2.0100,32.85,44.33
1870.81,3.5298,-2.0141,32.91,44.15
1889.59,3.5273,-2.0133,32.95,43.94
1908.34,3.5249,-2.0111,33.01,43.74
1927.11,3.5227,-2.0136,33.05,43.56
1945.77,3.5207,-2.0143,33.09,43.39
1964.53,3.5186,-2.0133,33.14,43.21
1983.28,3.5164,-2.0141,33.18,43.04
2002.05,3.5144,-2.0132,33.23,42.87
2020.73,3.5124,-2.0140,33.29,42.70
2039.52,3.5105,-2.0153,33.31,42.54
2058.38,3.5083,-2.0134,33.36,42.36
2077.20,3.5065,-2.0107,33.41,42.21
2096.05,3.5046,-2.0117,33.46,42.05
2114.83,3.5027,-2.0127,33.51,41.89
2133.66,3.5009,-2.0104,33.55,41.74
2152.66,3.4989,-2.0141,33.59,41.57
2171.48,3.4972,-2.0112,33.64,41.43
2190.42,3.4953,-2.0130,33.69,41.27
